side,count,exposure_days,mle_daily_rate,wald_low_95,wald_high_95,score_low_95,score_high_95,exact_low_95,exact_high_95
Russia,23023,1568,14.683035714285714,14.49336906592602,14.872702362645407,14.494590110013466,14.873931318557963,14.493977323600832,14.873944078504152
