side,count,exposure_days,daily_rate,wald_low_95,wald_high_95,score_low_95,score_high_95,exact_low_95,exact_high_95
Russia,23593,1568,15.04655612244898,14.854555959688632,15.238556285209327,14.855777051854108,15.23978519304385,14.855164251503682,15.239797916958974
Ukraine,11425,1568,7.286352040816326,7.152742301276127,7.419961780356526,7.153961685691999,7.421192395940654,7.153349830212063,7.421205949222927
