side,date,category,status,count,source_url,source_label
Ukraine,2025-03-17,Infantry Fighting Vehicles,captured,1,https://i.postimg.cc/7YT133vp/2174-M2-A2-Bradley-ODS-SA-capt-17-03-25.jpg,"10, captured"
Ukraine,2025-03-18,Infantry Fighting Vehicles,damaged,1,https://i.postimg.cc/nVsQVYpj/2222-M2-A2-Bradley-ODS-SA-dam-capt-18-03-25.jpg,"11, damaged and captured"
Ukraine,2025-04-24,Infantry Fighting Vehicles,captured,1,https://i.postimg.cc/DzTwqj6B/2009-M2-A2-Bradley-ODS-SA-capt-24-04-25.jpg,"12, captured"
Ukraine,2025-05-11,Infantry Fighting Vehicles,captured,1,https://i.postimg.cc/PrgCzLYx/2000-M2-A2-Bradley-ODS-SA-capt-11-05-25.jpg,"13, captured"
Ukraine,2024-03-23,Infantry Fighting Vehicles,destroyed,1,https://i.postimg.cc/Y2ZqrVcJ/2039-CV9040-C-destr-23-03-24.jpg,"1, destroyed"
Ukraine,2024-09-23,Infantry Fighting Vehicles,destroyed,1,https://i.postimg.cc/SsYc0M7h/2037-CV9040-C-destr-23-09-24.jpg,"2, destroyed"
Ukraine,2024-10-17,Infantry Fighting Vehicles,destroyed,1,https://i.postimg.cc/MKrynzTh/2062-CV9040-C-destr-17-10-24.jpg,"3, destroyed"
Ukraine,2024-10-21,Infantry Fighting Vehicles,destroyed,1,https://i.postimg.cc/yYqRcQs8/2120-CV9040-C-destr-21-10-24.jpg,"4, destroyed"
Ukraine,2024-10-27,Infantry Fighting Vehicles,destroyed,1,https://i.postimg.cc/15LVsdFt/2014-CV9040-C-destr-27-10-24.jpg,"5, destroyed"
Ukraine,2024-09-30,Infantry Fighting Vehicles,destroyed,1,https://i.postimg.cc/8PWtTcd0/2020-CV9040-C-destr-30-09-24.jpg,"6, destroyed"
Ukraine,2025-01-28,Infantry Fighting Vehicles,destroyed,1,https://i.postimg.cc/GpNrSrJv/2010-Strf-9040-C-destr-28-01-25.jpg,"7, destroyed"
Ukraine,2024-12-22,Infantry Fighting Vehicles,destroyed,1,https://i.postimg.cc/TPCCSh3R/2004-Strf-9040-C-destr-22-12-24.jpg,"8, destroyed"
Ukraine,2025-03-31,Infantry Fighting Vehicles,destroyed,1,https://i.postimg.cc/Dw8fWJHN/2076-Strf-9040-C-destr-31-03-25.jpg,"9, destroyed"
Ukraine,2025-01-30,Infantry Fighting Vehicles,destroyed,1,https://i.postimg.cc/wMfbjmC0/2030-Strf-9040-C-destr-30-01-25.jpg,"10, destroyed"
Ukraine,2025-02-28,Infantry Fighting Vehicles,destroyed,1,https://i.postimg.cc/jqQWKHPG/2023-Strf-9040-C-destr-28-02-25.jpg,"11, destroyed"
Ukraine,2025-12-08,Infantry Fighting Vehicles,destroyed,1,https://i.postimg.cc/5060TxDw/2026-Strf-9040C-destr-08-12-25.jpg,"12, destroyed"
Ukraine,2025-12-23,Infantry Fighting Vehicles,destroyed,1,https://i.postimg.cc/HswC02Ds/2007-Strf-9040C-destr-23-12-25.jpg,"13, destroyed"
Ukraine,2023-08-06,Infantry Fighting Vehicles,damaged,1,https://i.postimg.cc/mk4CnRy6/2006-2x-CV9040-C-1x-destr-1x-dam-06-08-23.jpg,"1, damaged"
